configure: size variance = 0.800000,1.200000
configure: width variance = 0.800000,1.600000
configure: angle variance = 0.000000,360.000000
tree: Dream Palm 1_LOD2.bin; pos=4995.32, 5.18, -4258.35; angle = 0; size = 1.0
tree: Dream Palm 1_LOD2.bin; pos=3074.361, -4.357, 4078.082; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=3188.488, -1.330, 4280.094; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=3202.307, -1.147, 4297.776; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=4095.805, -7.127, 8569.889; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=4091.437, -7.040, 8576.970; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=4086.852, -6.973, 8582.882; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=4079.950, -6.830, 8594.932; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=4072.977, -6.639, 8611.712; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=4064.144, -6.527, 8626.060; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=4045.277, -6.110, 8658.792; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=4083.776, -6.911, 8588.046; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=4098.977, -7.193, 8564.618; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=4028.082, -5.667, 8681.866; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=4032.384, -6.113, 8673.605; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=485.668, 5.761, 10749.154; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=473.520, 5.716, 10755.580; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=462.252, 5.689, 10759.871; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=387.034, 5.434, 10797.367; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=396.949, 5.486, 10790.220; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=430.945, 5.611, 10772.236; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=699.983, 5.391, 10639.498; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=668.474, 5.512, 10654.128; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=988.241, 7.478, 10499.380; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=979.737, 7.272, 10501.018; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=976.794, 7.272, 10497.701; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=960.308, 6.586, 10512.363; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=951.587, 6.434, 10509.885; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=945.293, 6.186, 10514.808; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1525.522, 5.104, 10229.064; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1513.943, 5.342, 10232.487; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1519.099, 5.276, 10230.416; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=1624.810, 5.620, -7944.260; angle = 25; size = 0.580
tree: Dream Palm 1_LOD2.bin; pos=1642.680, 4.780, -7959.230; angle = 61; size = 0.650
tree: Dream Palm 2_LOD2.bin; pos=1617.710, 5.620, -7952.070; angle = 94; size = 0.430
tree: Dream Palm 3_LOD2.bin; pos=1663.560, 5.620, -7967.200; angle = 52; size = 0.810
tree: Dream Palm 2_LOD2.bin; pos=1668.390, 5.620, -7969.090; angle = 88; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=1638.390, 4.780, -7943.170; angle = 0; size = 0.500
tree: Dream Palm 2_LOD2.bin; pos=1643.640, 4.790, -7946.570; angle = 255; size = 0.510
tree: Dream Palm 2_LOD2.bin; pos=1648.170, 4.730, -7949.870; angle = 0; size = 0.700
tree: Dream Palm 2_LOD2.bin; pos=1652.270, 4.720, -7951.910; angle = 0; size = 0.680
tree: Dream Palm 2_LOD2.bin; pos=1624.680, 5.620, -7954.380; angle = 0; size = 0.740
tree: Dream Palm 1_LOD2.bin; pos=1655.580, 4.710, -7954.280; angle = 0; size = 0.740
tree: Dream Palm 2_LOD2.bin; pos=1556.490, 5.620, -7987.380; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=1580.280, 5.620, -7982.120; angle = 0; size = 0.880
tree: Dream Palm 1_LOD2.bin; pos=1520.870, 4.560, -7920.070; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1535.760, 4.560, -7921.120; angle = 0; size = 0.770
tree: Dream Palm 1_LOD2.bin; pos=1502.460, 4.590, -7915.690; angle = 0; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=1512.550, 4.550, -7918.400; angle = 0; size = 0.770
tree: Dream Tree 2_LOD2.bin; pos=1492.520, 4.750, -7869.970; angle = 0; size = 0.600
tree: Dream Tree 1_LOD2.bin; pos=1489.280, 4.760, -7911.050; angle = 0; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=1527.760, 4.550, -7905.300; angle = 39; size = 0.740
tree: Dream Tree 1_LOD2.bin; pos=1546.880, 4.780, -7907.710; angle = 40; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1423.690, 4.510, -7886.880; angle = 0; size = 0.770
tree: Dream Palm 2_LOD2.bin; pos=1412.730, 4.510, -7880.320; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1413.310, 4.510, -7871.940; angle = 35; size = 0.780
tree: Dream Palm 2_LOD2.bin; pos=1418.630, 4.440, -7854.580; angle = 5; size = 0.720
tree: Dream Palm 1_LOD2.bin; pos=1412.050, 4.460, -7855.200; angle = 5; size = 0.720
tree: Dream Palm 1_LOD2.bin; pos=1196.530, 5.120, -7425.720; angle = 0; size = 0.760
tree: Dream Palm 3_LOD2.bin; pos=1199.760, 5.120, -7413.980; angle = 0; size = 0.760
tree: Dream Tree 2_LOD2.bin; pos=1527.780, 3.750, -7951.120; angle = 0; size = 0.490
tree: Dream Palm 2_LOD2.bin; pos=1737.690, 6.970, -8129.460; angle = 0; size = 0.720
tree: Dream Palm 1_LOD2.bin; pos=1713.240, 6.970, -8133.600; angle = 50; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=1688.260, 7.010, -8136.460; angle = 57; size = 0.400
tree: Dream Palm 1_LOD2.bin; pos=1724.830, 6.970, -8132.950; angle = 61; size = 0.830
tree: Dream Palm 3_LOD2.bin; pos=1700.370, 6.970, -8134.700; angle = 158; size = 0.860
tree: Dream Palm 3_LOD2.bin; pos=1671.350, 6.970, -8137.810; angle = 0; size = 0.700
tree: Dream Palm 1_LOD2.bin; pos=1837.700, 3.170, -8216.430; angle = 2; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=1846.470, 3.280, -8230.680; angle = 0; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=1854.190, 4.240, -8243.530; angle = 2; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1809.970, 3.170, -8165.950; angle = 3; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1818.430, 3.280, -8180.390; angle = 0; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=1825.870, 4.240, -8193.400; angle = 3; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=1796.020, 3.280, -8140.690; angle = 35; size = 0.490
tree: Dream Palm 1_LOD2.bin; pos=1803.550, 3.280, -8154.490; angle = 3; size = 0.500
tree: Dream Palm 2_LOD2.bin; pos=1779.610, 3.280, -8113.930; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1787.040, 4.240, -8126.940; angle = 3; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=1808.600, 3.700, -8111.420; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1800.020, 3.800, -8097.050; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1822.750, 3.800, -8136.570; angle = 0; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=1815.110, 3.800, -8122.830; angle = 0; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=1847.940, 3.700, -8177.570; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1839.370, 3.800, -8163.200; angle = 0; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=1831.830, 3.670, -8150.250; angle = 0; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=1775.160, 4.340, -8058.680; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1783.920, 4.450, -8072.940; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1760.670, 4.450, -8033.710; angle = 0; size = 0.490
tree: Dream Palm 1_LOD2.bin; pos=1768.490, 4.450, -8047.350; angle = 0; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=1734.960, 4.340, -7993.040; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1743.720, 4.450, -8007.300; angle = 0; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=1751.420, 5.410, -8020.160; angle = 0; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=2120.020, 3.740, -8184.850; angle = 0; size = 0.540
tree: Dream Palm 3_LOD2.bin; pos=2116.160, 3.520, -8174.110; angle = 0; size = 0.410
tree: Dream Palm 2_LOD2.bin; pos=2142.500, 3.810, -8214.420; angle = 0; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=2241.190, 4.210, -8121.150; angle = 0; size = 0.580
tree: Dream Tree 2_LOD2.bin; pos=2241.080, 4.020, -8093.420; angle = 0; size = 0.620
tree: Dream Palm 3_LOD2.bin; pos=2247.680, 3.870, -8104.810; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=2232.530, 3.900, -8102.430; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=2236.840, 3.880, -8111.730; angle = 10; size = 0.740
tree: Dream Palm 1_LOD2.bin; pos=2233.800, 3.980, -8119.250; angle = 17; size = 0.690
tree: Dream Palm 2_LOD2.bin; pos=2247.250, 3.930, -8114.520; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=2154.630, 3.560, -8171.800; angle = 0; size = 0.730
tree: Dream Palm 2_LOD2.bin; pos=2148.100, 3.460, -8159.270; angle = 0; size = 0.770
tree: Dream Tree 2_LOD2.bin; pos=2297.500, 3.190, -8154.940; angle = 1; size = 0.570
tree: Dream Palm 1_LOD2.bin; pos=2347.990, 4.460, -8151.110; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=2373.320, 3.640, -8159.990; angle = 1; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=2378.710, 4.010, -8169.640; angle = 0; size = 0.540
tree: Dream Palm 1_LOD2.bin; pos=2381.170, 4.010, -8176.660; angle = 80; size = 0.770
tree: Dream Palm 2_LOD2.bin; pos=2309.420, 4.410, -8094.550; angle = 157; size = 1.180
tree: Dream Palm 2_LOD2.bin; pos=2312.580, 4.060, -8085.300; angle = 0; size = 0.680
tree: Dream Palm 3_LOD2.bin; pos=2286.300, 3.450, -8040.390; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=1604.460, 5.470, -7947.210; angle = 0; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=1611.400, 5.620, -7943.900; angle = 35; size = 0.490
tree: Dream Palm 2_LOD2.bin; pos=1633.060, 5.620, -7938.340; angle = 122; size = 0.650
tree: Dream Palm 2_LOD2.bin; pos=1568.290, 5.280, -7282.490; angle = 105; size = 0.650
tree: Dream Palm 1_LOD2.bin; pos=1577.090, 5.330, -7266.930; angle = 105; size = 0.290
tree: Dream Palm 1_LOD2.bin; pos=1572.060, 5.310, -7273.640; angle = 105; size = 0.500
tree: Dream Tree 1_LOD2.bin; pos=1587.240, 5.340, -7263.910; angle = 105; size = 0.370
tree: Dream Palm 2_LOD2.bin; pos=1590.380, 5.100, -7303.580; angle = 25; size = 0.570
tree: Dream Palm 1_LOD2.bin; pos=1576.660, 5.150, -7292.130; angle = 25; size = 0.260
tree: Dream Palm 1_LOD2.bin; pos=1582.360, 5.130, -7298.280; angle = 25; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=1596.240, 4.720, -7309.890; angle = 0; size = 0.570
tree: Dream Palm 3_LOD2.bin; pos=1609.680, 4.770, -7321.670; angle = 0; size = 0.260
tree: Dream Palm 3_LOD2.bin; pos=1604.130, 4.750, -7315.380; angle = 0; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=933.023, 6.225, -300.591; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.903, 6.275, -294.300; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.960, 6.372, -280.132; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=933.002, 6.416, -271.633; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=933.236, 6.451, -263.250; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=933.306, 6.472, -257.591; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=933.396, 6.494, -251.750; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=934.922, 6.614, -218.268; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=934.527, 6.584, -227.094; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=934.451, 6.557, -234.445; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=934.272, 6.536, -240.355; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=934.162, 6.521, -244.232; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=935.965, 6.653, -183.179; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=935.624, 6.656, -189.396; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=934.504, 6.654, -196.616; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=934.138, 6.644, -204.876; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.722, 6.103, -313.268; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.558, 6.019, -321.082; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=933.594, 5.809, -337.824; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=932.599, 5.654, -348.578; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=932.368, 5.549, -355.253; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.822, 5.434, -362.294; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=932.413, 5.088, -381.218; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=932.375, 4.877, -391.621; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.240, 4.683, -400.590; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=931.950, 4.481, -409.380; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=931.615, 4.316, -416.262; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=931.311, 3.750, -438.156; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=936.607, 5.948, 3.865; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=938.019, 6.004, -9.880; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=935.740, 5.885, 19.352; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=934.447, 5.821, 35.337; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=934.357, 5.769, 48.164; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.261, 5.694, 66.782; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=932.288, 5.640, 80.158; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=932.383, 5.603, 89.383; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=932.187, 5.537, 105.915; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=930.277, 5.374, 146.370; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=930.042, 5.402, 139.462; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=930.165, 5.453, 126.788; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=930.718, 5.489, 117.840; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=929.789, 5.322, 159.252; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=929.756, 5.286, 168.318; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=929.405, 5.222, 184.260; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=929.518, 5.253, 176.510; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=957.170, 4.880, 157.938; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=955.301, 4.999, 175.874; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=954.646, 5.063, 192.093; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=954.351, 4.946, 204.243; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=953.827, 4.823, 214.159; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=953.314, 4.739, 222.572; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=984.389, 6.117, -441.586; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=984.673, 6.117, -406.755; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=984.004, 6.117, -374.682; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=984.498, 6.117, -352.786; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=983.807, 6.117, -316.350; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=982.966, 6.117, -242.288; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=983.114, 6.117, -263.026; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=983.527, 6.117, -285.324; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=983.576, 6.117, -303.580; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=984.928, 6.118, 96.058; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=985.062, 6.117, 45.299; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=985.164, 6.117, 6.934; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=985.622, 6.117, -34.518; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=985.660, 6.117, -67.042; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=986.204, 6.117, -97.696; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=985.940, 6.117, -124.313; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=986.107, 6.117, -150.324; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=986.195, 6.117, -176.918; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=985.916, 6.117, -194.232; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=986.496, 6.117, -212.101; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=986.017, 6.117, -230.183; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=985.772, 6.118, 113.790; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=987.022, 6.118, 129.489; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=987.271, 6.118, 151.882; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1003.203, 6.118, 143.552; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1002.638, 6.117, 122.694; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1001.072, 6.117, 106.233; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=999.590, 6.117, 77.546; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=995.276, 6.117, 29.105; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=991.816, 6.117, -16.445; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=990.312, 6.117, -50.954; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=997.719, 6.117, 59.780; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=999.732, 6.117, 96.275; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=985.473, 6.117, 73.808; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=983.850, 6.117, 63.102; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=995.543, 6.117, 6.019; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=994.336, 6.117, -119.511; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=994.098, 6.117, -94.083; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=997.711, 6.117, -152.637; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=999.122, 6.117, -206.582; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=993.551, 6.117, -263.083; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=997.440, 6.117, -75.661; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1004.017, 6.117, -109.715; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1007.415, 6.117, -147.062; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1007.668, 6.117, -203.859; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1010.848, 6.117, -256.239; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=1004.139, 6.117, -301.793; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=998.894, 6.117, -353.387; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1001.766, 6.117, -417.945; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=1001.978, 6.117, -451.893; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=991.273, 6.117, -465.314; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=991.650, 6.117, -492.031; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=992.724, 6.117, -507.591; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1006.727, 6.117, -509.680; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=1004.991, 6.117, -495.431; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1007.076, 6.117, -471.313; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1007.011, 6.117, -481.862; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=991.519, 6.117, -477.698; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1009.177, 6.117, -454.344; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=990.049, 6.117, -419.225; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=1004.838, 6.117, -391.852; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=988.725, 6.117, -377.958; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=1005.168, 6.117, -372.900; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=953.044, 5.027, 232.786; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=954.064, 4.983, 243.659; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=954.306, 4.943, 253.700; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=954.749, 4.899, 265.464; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=955.053, 4.869, 275.988; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=955.520, 4.846, 291.104; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=954.677, 4.844, 303.440; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=954.256, 4.860, 317.018; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=954.944, 4.895, 330.904; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=954.000, 4.955, 350.959; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=949.697, 5.012, 369.542; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=955.403, 5.367, 485.953; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=955.501, 5.335, 475.516; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=953.543, 5.294, 461.937; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=948.160, 5.235, 442.619; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=951.381, 5.267, 453.113; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=954.646, 5.428, 505.937; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=954.071, 5.469, 519.394; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=953.532, 5.510, 533.004; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=954.738, 5.666, 551.464; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=954.899, 5.730, 573.039; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=957.034, 5.863, 604.012; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=959.804, 5.992, 641.371; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=963.359, 6.100, 681.795; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=964.619, 6.182, 727.495; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=962.325, 6.189, 760.968; angle = 0; size = 1.000
tree: Dream Palm 3_LOD2.bin; pos=958.147, 6.206, 786.321; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=953.271, 6.246, 807.904; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=956.192, 5.803, 588.621; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=957.935, 5.931, 623.618; angle = 0; size = 1.000
tree: Dream Palm 1_LOD2.bin; pos=963.666, 6.153, 709.804; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=948.608, 6.371, 857.177; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=959.491, 6.037, 663.477; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=963.350, 6.130, 697.647; angle = 0; size = 1.000
tree: Dream Palm 2_LOD2.bin; pos=963.324, 6.195, 749.636; angle = 0; size = 1.000
